학교명,학교급,학교특성,주소,위도,경도,전화번호,홈페이지 주소,남녀공학
정의여자고등학교,4,일반고등학교,"서울특별시 도봉구 노해로49길 69 (쌍문동,정의여자고등학교)",37.652905,127.031038,02-992-5106,http://jeongeui.sen.hs.kr,녀
중경고등학교,4,일반고등학교,서울특별시 용산구 이촌로84길 34 (이촌동),37.5176813,126.9756393,02-793-2540,http://jungkyung.sen.hs.kr,공학
중동고등학교,4,자율고등학교,서울특별시 강남구 일원로 7 (일원동),37.49371459,127.0809111,02-3411-0100,www.joongdong.hs.kr,남
중산고등학교,4,일반고등학교,"서울특별시 강남구 일원로14길 22 (일원동,중산고등학교)",37.48571689,127.0814362,02-2112-9000,http://www.jungsan.hs.kr,남
중앙고등학교,4,자율고등학교,서울특별시 종로구 창덕궁길 164 (계동),37.5840273,126.9868771,02-742-1321,http://choongang.sen.hs.kr,남
중앙대학교사범대학부속고등학교,4,일반고등학교,"서울특별시 강남구 선릉로 207 , 중앙대학교사범대학부속고등학교 (도곡동)",37.49190717,127.0521106,02-579-4005,http://cau.sen.hs.kr,공학
중앙여자고등학교,4,일반고등학교,서울특별시 서대문구 북아현로11가길 7 (북아현동),37.5626955,126.9527025,02-362-3062,http://jungang-girls.sen.hs.kr,녀
중화고등학교,4,일반고등학교,"서울특별시 중랑구 봉화산로27길 62 (중화동, 중화고등학교)",37.604737,127.082893,02-491-6807,http://jung-hwa.sen.hs.kr,공학
진명여자고등학교,4,일반고등학교,"서울특별시 양천구 목동로 170 , 진명여자고등학교 (목동)",37.524048,126.8658553,02-2643-1711,http://jm.sen.hs.kr,녀
진선여자고등학교,4,일반고등학교,"서울특별시 강남구 선릉로85길 27 (진선여자고등학교,역삼동)",37.501828,127.046904,02-2148-0400,http://jinseon.sen.hs.kr,녀
창덕여자고등학교,4,일반고등학교,"서울특별시 송파구 양재대로 1240 , 창덕여자고등학교 (방이동)",37.5162418,127.1402751,02-401-4924,http://changduk.sen.hs.kr,녀
창동고등학교,4,일반고등학교,"서울특별시 도봉구 노해로62길 7 (창동, 창동고등학교)",37.65103523,127.0388183,02-3146-0600,http://changdong.sen.hs.kr,공학
창문여자고등학교,4,일반고등학교,"서울특별시 강북구 월계로 61 , 창문여자고등학교 (미아동)",37.6131144,127.0362812,02-986-1701,http://changmun.sen.hs.kr,녀
청담고등학교,4,일반고등학교,"서울특별시 강남구 압구정로 419 , 청담고등학교 (압구정동)",37.52800121,127.0437006,02-3496-8203,http://chungdam.sen.hs.kr,공학
청량고등학교,4,일반고등학교,"서울특별시 동대문구 왕산로 303 (청량리동, 청량고등학교)",37.58888754,127.0513131,02-959-4362,http://chungryang.sen.hs.kr,공학
청원고등학교,4,일반고등학교,"서울특별시 노원구 한글비석로 506 , 청원고등학교 (상계동)",37.666697,127.063081,02-3399-7771,http://cheongwon.sen.hs.kr,남
청원여자고등학교,4,일반고등학교,"서울특별시 노원구 한글비석로 506 , 청원여자고등학교 (상계동,청원초/중/고등학교)",37.666141,127.061236,02-3399-7811,http://cheongwon-gh.sen.hs.kr,녀
충암고등학교,4,일반고등학교,서울특별시 은평구 가좌로5길 5 (응암동),37.584813,126.921298,02-309-0236,http://cham.sen.hs.kr,남
태릉고등학교,4,일반고등학교,"서울특별시 중랑구 신내로23길 36 , 태릉고등학교 (묵동)",37.61916257,127.0855595,02-6211-8585,http://taereung.sen.hs.kr,공학
풍문고등학교,4,일반고등학교,서울특별시 강남구 자곡로 152 (자곡동),37.471327,127.0999477,02-3451-8800,https://poongmoon.sen.hs.kr,공학
한가람고등학교,4,일반고등학교,서울특별시 양천구 목동서로 15 (목동),37.5374633,126.8840071,02-2642-3862,http://www.hangaram.hs.kr,공학
한강미디어고등학교,4,특성화고등학교,"서울특별시 영등포구 선유로55길 22 (양평동4가,한강미디어고등학교)",37.53929199,126.8972608,02-2671-1448,https://hm.sen.hs.kr,공학
한광고등학교,4,일반고등학교,서울특별시 강서구 등촌로13길 110 (화곡동),37.53884398,126.8579401,070-7458-1003,http://hankwang.sen.hs.kr,공학
한국삼육고등학교,4,일반고등학교,서울특별시 노원구 화랑로 815 (공릉동),37.64335827,127.1088514,02-6395-3636,https://sahmyook.sen.hs.kr,공학
한서고등학교,4,일반고등학교,서울특별시 강서구 양천로11길 47 (방화동),37.5747918,126.8081443,02-2662-0021,http://hanseo.sen.hs.kr,공학
한성고등학교,4,일반고등학교,서울특별시 서대문구 북아현로1길 24 (북아현동),37.5598356,126.9545114,02-363-4943,http://hanseong.sen.hs.kr,남
한성여자고등학교,4,일반고등학교,"서울특별시 성북구 삼선교로16길 117 , 한성여자고등학교 (삼선동2가)",37.583201,127.011775,02-742-2845,http://hansung-g.sen.hs.kr,녀
한양대학교사범대학부속고등학교,4,자율고등학교,서울특별시 성동구 마조로 42 (사근동),37.56191893,127.042326,02-2200-3520,http://www.hanyang-u.hs.kr/,공학
한영고등학교,4,일반고등학교,"서울특별시 강동구 동남로 832 (상일동, 한영고등학교)",37.548915,127.158204,02-6954-1504,http://hanyoung.sen.hs.kr,공학
현대고등학교,4,자율고등학교,"서울특별시 강남구 압구정로 127 (압구정동, 현대고등학교)",37.525398,127.022736,02-546-6323,http://www.hyundai.hs.kr,공학
혜성여자고등학교,4,일반고등학교,서울특별시 노원구 노원로16길 2 (하계동),37.640785,127.073503,02-972-4040,http://hyesung.sen.hs.kr,녀
혜원여자고등학교,4,일반고등학교,서울특별시 중랑구 봉우재로58길 39 (망우동),37.59328087,127.0970432,02-434-5946,http://hyewon.sen.hs.kr,녀
혜화여자고등학교,4,일반고등학교,"서울특별시 강북구 인수봉로 127 (수유동,혜화여자고등학교)",37.6312378,127.0130453,02-985-8415,http://hyehwa-h.sen.hs.kr,녀
홍익대학교사범대학부속고등학교,4,일반고등학교,"서울특별시 성북구 성북로14가길 23 (성북동,홍익대학교부속중고등학교)",37.594336,127.003863,02-762-0826,hongik.sen.hs.kr,남
홍익대학교사범대학부속여자고등학교,4,일반고등학교,"서울특별시 마포구 성미산로 51 (성산동, 여자고등학교)",37.560173,126.91268,02-331-7584,http://hongik68.sen.hs.kr,녀
화곡고등학교,4,일반고등학교,"서울특별시 강서구 강서로45길 69 , 화곡고등학교 (내발산동)",37.5480514,126.831698,070-8277-2900,http://hwagok.sen.hs.kr,남
환일고등학교,4,일반고등학교,서울특별시 중구 환일길 47 (만리동2가),37.55382591,126.96221,02-390-7113,https://www.hwanil.hs.kr,남
휘경여자고등학교,4,일반고등학교,"서울특별시 동대문구 한천로 247 (휘경동,휘경여자고등학교)",37.583858,127.067362,02-2245-2307,http://hwikyung.sen.hs.kr,녀
휘문고등학교,4,자율고등학교,서울특별시 강남구 역삼로 541 (대치동),37.505109,127.06142,02-500-9500,http://www.whimoon.hs.kr/,남
서울과학고등학교,4,특수목적고등학교,서울특별시 종로구 혜화로 63 (명륜1가),37.5915572,126.9984688,02-740-6299,http://www.sshs.hs.kr,공학
한성과학고등학교,4,특수목적고등학교,"서울특별시 서대문구 통일로 279-79 , 한성과학고등학교 (현저동)",37.57602,126.95279,02-6917-0000,https://hansungsh.sen.hs.kr,공학
대원외국어고등학교,4,특수목적고등학교,서울특별시 광진구 용마산로22길 26 (중곡동),37.563653,127.089124,02-2204-1530,http://www.dwfl.hs.kr/,공학
대일외국어고등학교,4,특수목적고등학교,"서울특별시 성북구 서경로 116 (정릉동,대일외국어고등학교)",37.61330387,127.0141757,02-940-1000,www.daeil.or.kr,공학
명덕외국어고등학교,4,특수목적고등학교,"서울특별시 강서구 강서로47길 34-10 , 명덕외국어고등학교 (내발산동,명덕고등학교)",37.55424,126.83343,02-2665-8821,http://www.mdfh.or.kr,공학
서울외국어고등학교,4,특수목적고등학교,서울특별시 도봉구 덕릉로66길 22 (창동),37.64577944,127.0515108,1670-1005,https://sflhs.kr,공학
이화여자외국어고등학교,4,특수목적고등학교,서울특별시 중구 통일로4길 30 (순화동),37.56557705,126.9696428,02-2176-1992,http://www.ewha-gfh.hs.kr,녀
한영외국어고등학교,4,특수목적고등학교,서울특별시 강동구 동남로 832 (상일동),37.548158,127.157312,02-6954-1703,http://hyfl.sen.hs.kr,공학
서울로봇고등학교,4,특수목적고등학교,"서울특별시 강남구 광평로20길 63 , 서울로봇고등학교 (일원동)",37.48068363,127.0843296,02-2226-2141,http://srobot.sen.hs.kr,공학
서울디지털콘텐츠고등학교,4,특성화고등학교,"서울특별시 강서구 방화대로47길 9 (방화동,서울디지털콘텐츠고등학교)",37.57603355,126.8161831,02-2666-2106,https://sdcont.sen.hs.kr/,공학
경기기계공업고등학교,4,특성화고등학교,서울특별시 노원구 공릉로 264 (하계동),37.63224131,127.0749298,02-2289-1600,http://ggmt.sen.hs.kr,공학
광운인공지능고등학교,4,특성화고등학교,"서울특별시 노원구 광운로1길 24 (월계동,광운중학교/광운인공지능고등학교)",37.620734,127.056261,02-918-7761,http://kwangwoon.sen.hs.kr,공학
단국대학교부속소프트웨어고등학교,4,특성화고등학교,서울특별시 강남구 도곡로64길 21 (대치동 1013),37.49561668,127.0577673,02-2116-0115,http://dankook.sen.hs.kr,남
덕일전자공업고등학교,4,특성화고등학교,서울특별시 구로구 서해안로21길 5-12 (오류동),37.490578,126.8371543,02-2613-2762,http://di.sen.hs.kr,공학
서울디자인고등학교,4,특성화고등학교,"서울특별시 마포구 백범로 139 , 서울디자인고등학교 (염리동)",37.546691,126.947828,02-715-2261,http://seodi.sen.hs.kr,공학
동양고등학교,4,일반고등학교,"서울특별시 강서구 허준로 50 (가양동,동양고등학교)",37.56902103,126.8470796,02-2657-0800,http://dongyang.sen.hs.kr,남
서울방송고등학교,4,특성화고등학교,서울특별시 성동구 동호로5길 131 (옥수동),37.54777313,127.0110355,02-3399-0500,https://seb.sen.hs.kr,공학
상일미디어고등학교,4,특성화고등학교,"서울특별시 강동구 천호대로219길 61 , 상일미디어고등학교 (상일동)",37.5484571,127.1692014,02-428-0733,http://sangilmedia.sen.hs.kr,공학
미래산업과학고등학교,4,특성화고등학교,서울특별시 노원구 덕릉로82길 54 (중계동),37.6587784,127.0784425,02-933-7671,http://mist.sen.hs.kr,공학
서울공업고등학교,4,특성화고등학교,"서울특별시 동작구 대방동1길 46 , 서울공업고등학교 (대방동)",37.50190153,126.9223643,02-2082-1810,http://seoul-th.sen.hs.kr,공학
서울디지텍고등학교,4,특성화고등학교,서울특별시 용산구 회나무로12길 27 (이태원동),37.5389687,126.9906177,02-798-3641,http://www.sdh.hs.kr,공학
서울도시과학기술고등학교,4,특수목적고등학교,"서울특별시 성북구 종암로 196 (하월곡동,서울도시과학기술고등학교)",37.60781127,127.0330426,02-940-2500,http://sust.sen.hs.kr,공학
성동공업고등학교,4,특성화고등학교,서울특별시 중구 다산로 290 (흥인동),37.56936387,127.0172825,070-8685-7600,http://sdth.sen.hs.kr,공학
서울인공지능고등학교,4,특성화고등학교,서울특별시 송파구 양산로 21 (거여동),37.491476,127.142528,02-6711-0508,https://seoulai.sen.hs.kr,공학
수도전기공업고등학교,4,특수목적고등학교,"서울특별시 강남구 개포로 410 , 수도전기공업고등학교 (개포동)",37.48493808,127.0644798,02-524-9800,https://sudo.sen.hs.kr/,공학
신진과학기술고등학교,4,특성화고등학교,"서울특별시 은평구 은평로6길 16 (응암동,학교법인신진학원)",37.59871321,126.9188349,02-385-3451,http://shinjin.sen.hs.kr,공학
영등포공업고등학교,4,특성화고등학교,서울특별시 강서구 허준로5길 15 (가양동),37.56983571,126.8500301,02-2659-2981,https://younggong.sen.hs.kr,남
용산철도고등학교,4,특성화고등학교,"서울특별시 용산구 서빙고로 24 (한강로3가, 용산철도고등학교)",37.52434312,126.9673563,02-6905-7777,http://yongsan-th.sen.hs.kr,공학
유한공업고등학교,4,특성화고등학교,서울특별시 구로구 경인로 8 (항동),37.488282,126.823964,02-2610-0993,http://yuhan.sen.hs.kr,공학
서울아이티고등학교,4,특성화고등학교,"서울특별시 노원구 섬밭로 299 (중계동,서울아이티고등학교)",37.64241889,127.0624493,02-948-1901,http://seoulit.sen.hs.kr,공학
인덕과학기술고등학교,4,특성화고등학교,"서울특별시 노원구 초안산로 12 , 인덕과학기술고등학교 (월계동, 인덕대학교,인덕공업고등학교)",37.631885,127.055742,02-902-2060,http://induk.sen.hs.kr,공학
한양공업고등학교,4,특성화고등학교,서울특별시 중구 을지로 299 (신당동),37.565319,127.011933,02-2238-5181,http://hanyang.sen.hs.kr,남
서울반도체고등학교,4,특성화고등학교,"서울특별시 동대문구 겸재로 21 , 서울반도체고등학교 (휘경동)",37.58522006,127.069729,02-2230-9885,https://ssc.sen.hs.kr/,공학
경기상업고등학교,4,특성화고등학교,서울특별시 종로구 자하문로 136 (청운동),37.58925,126.9697,02-737-6490,http://ggc.sen.hs.kr,공학
서울의료보건고등학교,4,특성화고등학교,서울특별시 중구 만리재로37길 30 (만리동1가),37.55729791,126.9667217,02-392-7777,http://smh.sen.hs.kr,녀
서울동구고등학교,4,특성화고등학교,"서울특별시 성북구 성북로8길 71 , 서울동구고등학교 (성북동)",37.5931322,127.0067429,02-762-1301,donggoo.sen.hs.kr,공학
서울컨벤션고등학교,4,특성화고등학교,"서울특별시 강동구 동남로 964 , 서울컨벤션고등학교 (고덕동)",37.559207,127.158087,02-3427-7400,http://seoul-chs.sen.hs.kr,공학
서울여자상업고등학교,4,특성화고등학교,"서울특별시 관악구 관악로 85 (봉천동,서울여자상업고등학교)",37.472732,126.950557,02-873-3613,http://sys.sen.hs.kr,녀
선일빅데이터고등학교,4,특성화고등학교,"서울특별시 은평구 갈현로29길 27 , 선일빅데이터고등학교 (갈현동)",37.620336,126.912002,02-355-5648,https://bigdata.sen.hs.kr/,녀
성덕고등학교,4,일반고등학교,서울특별시 강동구 구천면로 396 (천호동),37.5495007,127.1425564,02-475-4620,http://ssd.hs.kr,공학
서울신정고등학교,4,특성화고등학교,"서울특별시 강서구 등촌로13아길 20 (화곡동, 서울신정고등학교)",37.538583,126.856999,02-2644-3543,http://shinjeong.sen.hs.kr,녀
영락의료과학고등학교,4,특성화고등학교,"서울특별시 관악구 청룡16길 25 (봉천동, 서울영락고등학교, 영락의료과학고등학교)",37.476564,126.944783,02-884-1004,http://youngnak-c.sen.hs.kr,공학
일신여자상업고등학교,4,특성화고등학교,"서울특별시 송파구 송파대로38길 8 (송파동,일신여자상업고등학교)",37.50197244,127.1145266,02-2140-8231,http://ilshin.sen.hs.kr,녀
서울정화고등학교,4,특성화고등학교,서울특별시 동대문구 홍릉로15길 50 (제기동)정화여자상업고등학교,37.58578854,127.0410307,02-960-1495,http://jeonghwa.sen.hs.kr,녀
해성국제컨벤션고등학교,4,특성화고등학교,"서울특별시 동대문구 전농로20길 31 , 해성국제컨벤션고등학교 (전농동)",37.581757,127.057237,070-8786-1300,http://haesung.sen.hs.kr,녀
홍익디자인고등학교,4,특성화고등학교,서울특별시 마포구 성미산로 111 (연남동),37.562686,126.91972,02-3140-1256,http://hid.sen.hs.kr,녀
선정국제관광고등학교,4,특성화고등학교,"서울특별시 은평구 서오릉로20길 19 , 선정국제관광고등학교 (갈현동)",37.618819,126.908452,02-3156-1600,http://sjt.sen.hs.kr,공학
성동글로벌경영고등학교,4,특성화고등학교,"서울특별시 중구 퇴계로 375 (신당동, 성동글로벌경영고등학교)",37.56585408,127.0135238,02-2252-1932,http://sdglobal.sen.hs.kr,녀
세그루패션디자인고등학교,4,특성화고등학교,"서울특별시 도봉구 시루봉로 53 , 세그루패션디자인고등학교 (쌍문동)",37.655556,127.026449,02-993-0114,http://sfd.sen.hs.kr,녀
영신간호비즈니스고등학교,4,특성화고등학교,"서울특별시 노원구 중계로16나길 13 , 영신간호비즈니스고등학교 (중계동)",37.652487,127.082775,02-951-5772,http://youngshin.sen.hs.kr,녀
예일디자인고등학교,4,특성화고등학교,"서울특별시 은평구 연서로 117 , 예일디자인고등학교 (구산동)",37.609594,126.915797,02-380-0865,http://yaledesign.sen.hs.kr,녀
덕원예술고등학교,4,특수목적고등학교,"서울특별시 강서구 강서로45길 91-44 , 덕원예술고등학교 (내발산동)",37.549372,126.828448,02-2660-7911,http://dwarts.sen.hs.kr,공학
서울예술고등학교,4,특수목적고등학교,"서울특별시 종로구 평창문화로 70 , 서울예술고등학교 (평창동)",37.60575727,126.9678915,02-2287-0500,http://yego.or.kr,공학
선화예술고등학교,4,특수목적고등학교,서울특별시 광진구 천호대로 664 (능동),37.549994,127.087558,02-2204-1300,http://www.sunhwa.org,공학
경복비즈니스고등학교,4,특성화고등학교,서울특별시 강서구 화곡로 379 (등촌동),37.55810444,126.8526522,02-3661-3425,http://kbb.sen.hs.kr,녀
고명외식고등학교,4,특성화고등학교,서울특별시 성북구 북악산로 870 (돈암동),37.59732,127.02019,02-928-8366,http://komyung.sen.hs.kr,공학
서울관광고등학교,4,특성화고등학교,"서울특별시 관악구 은천로15길 25 (봉천동,서울관광고등학교)",37.488222,126.943542,02-886-9165,http://seoul-tour.sen.hs.kr,공학
광신방송예술고등학교,4,특성화고등학교,"서울특별시 관악구 광신길 141 (신림동, 광신방송예술고등학교)",37.465719,126.924699,02-881-8612,http://ksmedia.sen.hs.kr,공학
예림디자인고등학교,4,특성화고등학교,"서울특별시 구로구 오리로21길 2 (궁동,예림디자인고등학교)",37.4996945,126.8282053,02-2617-2333,http://yerim.sen.hs.kr,녀
대경생활과학고등학교,4,특성화고등학교,서울특별시 중구 매봉18길 111 (신당동),37.55669583,127.0175331,02-2235-5155,http://daekyeong.sen.hs.kr,공학
대동세무고등학교,4,특성화고등학교,서울특별시 종로구 계동길 84-10 (계동),37.58158201,126.9879496,02-763-1631,http://daedong.sen.hs.kr,공학
대일관광고등학교,4,특성화고등학교,"서울특별시 양천구 신정이펜1로 11 , 대일관광고등학교 (신정동, 대일관광고등학교)",37.51140961,126.8348952,02-6112-1703,http://daeil-tour.sen.hs.kr,녀
덕수고등학교,4,일반고등학교,"서울특별시 송파구 위례북로 10 (거여동, 덕수고등학교)",37.485367,127.146854,02-6952-2801,https://duksoo.sen.hs.kr/,공학
서울문화고등학교,4,특성화고등학교,"서울특별시 도봉구 마들로 598 , 서울문화고등학교 (방학동)",37.66413242,127.0472847,02-955-9100,http://seoulculture.sen.hs.kr,공학
동명생활경영고등학교,4,특성화고등학교,서울특별시 은평구 통일로 793 (대조동),37.61421,126.923068,02-383-2628,http://dmgcab.sen.hs.kr/,녀
미림마이스터고등학교,4,특수목적고등학교,서울특별시 관악구 호암로 546 미림마이스터고등학교,37.466336,126.932907,02-872-4071,https://www.e-mirim.hs.kr,공학
보인고등학교,4,자율고등학교,"서울특별시 송파구 오금로49길 18 , 보인고등학교 (오금동)",37.496983,127.138291,02-2043-6021,http://www.boin.hs.kr,남
서서울생활과학고등학교,4,특성화고등학교,"서울특별시 구로구 오리로 1355-10 , 서서울생활과학고등학교 (궁동)",37.50344,126.827752,02-2613-5272,http://ssls.sen.hs.kr,공학
서울금융고등학교,4,특성화고등학교,"서울특별시 양천구 가로공원로61길 19 , 서울금융고등학교 (신월동)",37.537615,126.825664,02-2694-3710,http://seoulfc.sen.hs.kr,공학
서일문화예술고등학교,4,특성화고등학교,서울특별시 종로구 지봉로17길 49 (창신동),37.5793799,127.0127927,02-763-5863,http://seoil.sen.hs.kr,공학
성암국제무역고등학교,4,특성화고등학교,"서울특별시 강북구 도봉로29길 52 (미아동, 성암국제무역고등학교)",37.620895,127.024682,02-2179-1888,http://seongam.sen.hs.kr,녀
서울백영고등학교,4,특성화고등학교,서울특별시 강서구 방화대로34길 13 (방화동),37.56921616,126.817042,02-2665-5900,http://sby.sen.hs.kr,공학
송곡관광고등학교,4,특성화고등학교,서울특별시 중랑구 양원역로 67 (망우동),37.606334,127.10544,02-432-1837,http://sgi.sen.hs.kr,공학
염광메디텍고등학교,4,특성화고등학교,"서울특별시 노원구 월계로45가길 9 , 염광메디텍고등학교 (월계동)",37.629901,127.048562,02-994-3105,http://ykm.sen.hs.kr,공학
이화여자대학교병설미디어고등학교,4,특성화고등학교,"서울특별시 중랑구 망우로73길 56 , 02061 (망우동)",37.6031306,127.1053319,02-2209-0146,https://ewhamedia.sen.hs.kr,녀
서울동산고등학교,4,특성화고등학교,서울특별시 노원구 공릉로 257 (공릉동),37.6302021,127.07506,02-971-0903,http://seouldongsan.sen.hs.kr,공학
화곡보건경영고등학교,4,특성화고등학교,"서울특별시 강서구 강서로45길 70 (내발산동, 화곡보건경영고등학교)",37.549041,126.832793,070-8644-6300,http://hwagok-gii.sen.hs.kr,녀
리라아트고등학교,4,특성화고등학교,"서울특별시 중구 소파로2길 , 24 (예장동,리라아트고등학교)",37.5571299,126.9882245,02-775-6541,http://lila.sen.hs.kr,공학
서울웹툰애니메이션고등학교,4,특성화고등학교,서울특별시 서초구 과천대로 852-23 (방배동),37.46972083,126.988361,02-6011-4100,https://swas.sen.hs.kr,공학
선린인터넷고등학교,4,특성화고등학교,서울특별시 용산구 원효로97길 33-4 (청파동3가),37.54297557,126.9664882,02-713-6211,http://sunrint.sen.hs.kr,공학
세명컴퓨터고등학교,4,특성화고등학교,"서울특별시 은평구 통일로92가길 33 , 세명컴퓨터고등학교 (불광동)",37.62776307,126.92319,02-354-1323,http://smc.sen.hs.kr,공학
한세사이버보안고등학교,4,특성화고등학교,서울특별시 마포구 마포대로11길 44-80 (아현동),37.552009,126.952001,02-362-0130,http://hansei.sen.hs.kr,공학
누원고등학교,4,일반고등학교,"서울특별시 도봉구 마들로 849 , 누원고등학교 (도봉동)",37.68556743,127.049933,02-3492-7595,http://noowon.sen.hs.kr,공학
방산고등학교,4,일반고등학교,서울특별시 송파구 오금로27길 18 (방이동),37.5083997,127.120472,02-418-2602,http://bangsan.sen.hs.kr,공학
신현고등학교,4,일반고등학교,"서울특별시 중랑구 봉화산로 174 , 신현고등학교 (상봉동)",37.60524932,127.09295,02-3422-2713,http://shinhyeon.sen.hs.kr,공학
자운고등학교,4,일반고등학교,서울특별시 도봉구 노해로69길 150 (창동),37.65904587,127.0506904,02-998-2929,http://jawoon.sen.hs.kr,공학
등촌고등학교,4,일반고등학교,"서울특별시 강서구 공항대로39길 115 , 등촌고등학교 (등촌동)",37.56294567,126.8450457,02-3665-6045,http://dch.sen.hs.kr,공학
경일고등학교,4,일반고등학교,"서울특별시 성동구 성수일로 27 , 경일고등학교 (성수동1가)",37.54382838,127.0478694,02-463-3520,http://kyungil.sen.hs.kr,공학
선유고등학교,4,일반고등학교,"서울특별시 영등포구 선유로 227 , 선유고등학교 (양평동4가)",37.5339205,126.8948722,02-2069-0036,http://seonyoo.sen.hs.kr,공학
월계고등학교,4,일반고등학교,"서울특별시 노원구 초안산로5길 66 (월계동,월계고등학교)",37.63173247,127.0487142,02-908-0062,http://wg.sen.hs.kr,공학
불암고등학교,4,일반고등학교,서울특별시 노원구 중계로 155 (중계동),37.64915826,127.0803044,02-936-7500,http://buram.sen.hs.kr,공학
세현고등학교,4,일반고등학교,"서울특별시 강서구 허준로 227 , 세현고등학교 (가양동)",37.560416,126.863464,02-3663-1495,http://sehyun.sen.hs.kr,공학
신서고등학교,4,일반고등학교,"서울특별시 양천구 은행정로 42 , 신서고등학교 (신정동)",37.5239633,126.8601669,02-2690-0400,http://sinseo.sen.hs.kr,공학
효문고등학교,4,일반고등학교,"서울특별시 도봉구 우이천로 432 (쌍문동,효문중 고등학교)",37.65269799,127.0183988,02-992-0778,http://hyomun.sen.hs.kr,공학
원묵고등학교,4,일반고등학교,"서울특별시 중랑구 숙선옹주로 82 , 원묵고등학교 (묵동)",37.615506,127.086204,02-3422-3573,http://wonmook.sen.hs.kr,공학
상암고등학교,4,일반고등학교,서울특별시 마포구 월드컵북로 445 (상암동),37.58134123,126.8833956,02-373-0041,http://sangam.sen.hs.kr,공학
서울국제고등학교,4,특수목적고등학교,"서울특별시 종로구 성균관로13길 40 , 서울국제고 (명륜1가)",37.59154,126.996,02-743-9385,http://sghs.sen.hs.kr,공학
문정고등학교,4,일반고등학교,"서울특별시 송파구 송이로34길 62 (문정동,문정고등학교)",37.48517967,127.1266941,02-406-0061,http://mj.sen.hs.kr,공학
세종과학고등학교,4,특수목적고등학교,서울특별시 구로구 오리로21길 79 (궁동),37.497155,126.82758,02-2060-4133,http://sjsh.sen.hs.kr,공학
구현고등학교,4,일반고등학교,서울특별시 구로구 경인로53가길 17 (구로동),37.50228196,126.874417,02-2628-8916,http://guhyun.sen.hs.kr,공학
삼각산고등학교,4,일반고등학교,"서울특별시 강북구 삼양로19길 40 (미아동,삼각산고등학교)",37.61628709,127.0201069,02-980-2290,http://samgaksan.sen.hs.kr,공학
신도림고등학교,4,일반고등학교,"서울특별시 구로구 경인로67길 159 (신도림동,신도림고등학교)",37.5137691,126.8822616,02-2068-7979,https://shindorim.sen.hs.kr/,공학
강일고등학교,4,일반고등학교,서울특별시 강동구 아리수로98길 40 (강일동),37.56382873,127.1779057,02-428-6200,http://gang-il.sen.hs.kr,공학
성수고등학교,4,일반고등학교,"서울특별시 성동구 서울숲길 18 , 성수고등학교 (성수동1가)",37.54734217,127.038253,02-461-2276,http://seongsu.sen.hs.kr,공학
문현고등학교,4,일반고등학교,서울특별시 송파구 충민로 115 (장지동),37.481244,127.128992,02-6951-8702,http://munhyeon.sen.hs.kr,공학
진관고등학교,4,일반고등학교,서울특별시 은평구 진관4로 26 (진관동),37.64361,126.92443,02-358-0783,http://jingwan.sen.hs.kr,공학
구암고등학교,4,일반고등학교,"서울특별시 관악구 성현로 57 (봉천동,구암고등학교)",37.492457,126.950056,02-879-9823,https://guahm.sen.hs.kr,공학
신도고등학교,4,일반고등학교,서울특별시 은평구 통일로 961 (진관동),37.629382,126.918451,02-3157-0021,http://sindo.sen.hs.kr,공학
해성여자고등학교,4,일반고등학교,"서울특별시 동대문구 전농로20길 31 (전농동,해성여자고등학교)",37.580759,127.057155,02-6077-4200,http://haesung-g.sen.hs.kr,녀
솔샘고등학교,4,일반고등학교,"서울특별시 강북구 인수봉로 39 , 솔샘고등학교",37.62402,127.012109,02-982-6104,http://solsaem.sen.hs.kr,공학
선사고등학교,4,일반고등학교,"서울특별시 강동구 고덕로25길 17 , 선사고등학교 (암사동)",37.556548,127.135694,02-426-1749,http://sunsa.sen.hs.kr,공학
잠일고등학교,4,일반고등학교,서울특별시 송파구 백제고분로 21 (잠실동),37.51443,127.082425,02-2141-2000,http://jamil.sen.hs.kr,공학
휘봉고등학교,4,일반고등학교,서울특별시 동대문구 한천로 290 (휘경동),37.5865082,127.0689973,02-2116-7211,http://hwibong.sen.hs.kr,공학
수명고등학교,4,일반고등학교,"서울특별시 강서구 수명로2길 15 , 수명고등학교 (내발산동)",37.54975914,126.8247531,02-2660-5500,http://sumyeong.sen.hs.kr,공학
은평고등학교,4,일반고등학교,"서울특별시 은평구 갈현로15길 47 (구산동, 은평고등학교)",37.609211,126.906042,02-383-0872,http://ep.sen.hs.kr,공학
서울공연예술고등학교,4,특수목적고등학교,"서울특별시 구로구 오리로22나길 16-26 , 서울공연예술고등학교 (궁동)",37.50008507,126.8321523,02-3281-9760,http://sopa.hs.kr,공학
가재울고등학교,4,일반고등학교,서울특별시 서대문구 수색로 100-35 (북가좌동),37.574297,126.909499,02-6351-0500,http://gajaeul.sen.hs.kr,공학
하나고등학교,4,자율고등학교,"서울특별시 은평구 연서로 535 , 하나고등학교 (진관동)",37.64163651,126.9369305,02-6913-1111,http://www.hana.hs.kr,공학
금호고등학교,4,일반고등학교,서울특별시 성동구 금호로 118 (금호동1가),37.55325,127.02362,02-2022-0800,http://geumho.sen.hs.kr,공학
도선고등학교,4,일반고등학교,서울특별시 성동구 마장로 156 (하왕십리동),37.567131,127.026809,02-2292-8175,http://dosun.sen.hs.kr,공학
